StartDate,EndDate,Finished,DistributionChannel,UserLanguage,Q0.1,Q0.2,Q0.2_4_TEXT,Q0.3,Q0.4,Q0.4_8_TEXT,0.4_1,Q0.5,Q0.6,Q0.7,,Q0.8_1,Q0.8_2,Q0.8_3,Q0.8_4,Q1.1_1,Q1.1_2,Q1.1_3,Q1.1_4,Q1.2_1,Q1.2_2,Q1.2_3,Q1.2_4,Q1.2_5,Q1.2_6,Q1.2_7,Q1.2_8,Q1.2_9,Q1.2_10,Q1.2_10_TEXT,Q1.3_1,Q1.3_2,Q1.3_3,Q1.3_4,Q1.3_5,Q1.3_6,Q1.3_7,Q1.3_8,Q1.3_9,Q1.3_10,Q1.3_10_TEXT,Q1.4_1,Q1.4_2,Q1.4_3,Q1.4_4,Q1.4_5,Q1.5,Q2.1_1,Q2.1_2,Q2.1_3,Q2.1_4,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q3.1,Q3.1.1,3.1.1_4_TEXT,Q3.2,Q3.3,Q3.4_1,Q3.4_2,Q3.4_3,Q3.4_4,Q3.4_5,Q3.4_6,,Q4.1,Q4.1.1,Q4.2_1,Q4.2_2,Q4.2_3,Q4.2_4,Q4.2_5,Q4.2_6,Q4.2_7,Q4.2_8,Q4.2_9,Q4.2_9_TEXT,Q4.3_1,Q4.3_2,Q4.3_3,Q4.3_4,,Q4.4_1,Q4.4_2,Q4.4_3,Q4.4_4,,Q4.5,Q5.1,Q5.1_8_TEXT,Q5.2,Q5.3_1,Q5.3_2,Q5.3_3,Q5.3_4,Q5.3_5,Q5.3_6,Q5.4_1,Q5.4_2,Q5.4_3,Q5.4_4,Q5.4_5,Q5.4_6,Q6.1_1,Q6.1_2,Q6.1_3,Q6.1_4,Q6.1_5,Q6.1_6,Q6.1_7,,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q6.2_5,Q6.2_6,,Q6.3,Q6.4,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.2,Q7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018 7:28,10/1/2018 7:34,TRUE,email,EN,Researchers,Educational institution,,United States of America,Faculty,,"Biological sciences,Social sciences",55 - 64,More than 20 years,Female,,Never,About half the time,Most of the time,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Don't know,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,I don't know enough about software development to answer these questions,Other,I don't know,Don’t know,,,,,,,,,,,,,Always,Sometimes,Always,About half the time,About half the time,,,,,,,,,,,Yes,Not at all important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018 7:23,10/1/2018 7:36,TRUE,email,EN,Combination,Educational institution,,United States of America,Faculty,,Engineering,55 - 64,More than 20 years,Male,,Always,Most of the time,Sometimes,Never,Secondary target,Secondary target,Primary target,Secondary target,25,25,30,10,0,0,10,0,0,0,,0,0,0,0,0,0,0,0,0,100,your question makes no sense,Frequently,Somewhat,Somewhat,Rarely,Never,Yes,,1-3 projects,1-3 projects,None,Slightly supported,Slightly supported,Extremely supported,Very supported,Very supported,Slightly supported,Moderately supported,No,,,Yes,No,,,,,"Languages,Development Techniques",,,No,,0,0,0,0,0,0,0,0,100,industry,No,"Yes, but inadequate level of support",No,,,,,,,,We have no software developers and rely on poorly trained students.,,,Don’t know,Very important,Moderately important,Moderately important,Extremely important,Extremely important,Extremely important,Moderately important,Not at all important,Very important,Not at all important,Moderately important,Very important,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,,Never,Never,Never,Never,Never,,,No,Not at all important,Excellent,Good,Good,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018 7:30,10/1/2018 7:38,TRUE,email,EN,Combination,Educational institution,,United States of America,Faculty,,Engineering,35 - 44,16-20 years,Male,,Never,Always,Never,Never,Primary target,Primary target,Secondary target,Not at all,10,20,50,5,5,5,5,0,0,0,,10,20,30,5,5,10,10,5,5,0,,Frequently,Somewhat,Somewhat,Rarely,Never,Yes,None,1-3 projects,None,None,Slightly supported,Very supported,Very supported,Very supported,Very supported,Moderately supported,Moderately supported,No,,,No,No,Development Techniques,,Development Techniques,Development Techniques,Project Management,,,Yes,"For developing new software,For reusing existing software,For maintaining / sustaining software",50,0,0,50,0,0,0,0,0,,No,No,No,,,,,,,,,Postdoc,,No - I would have to move to another institution,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,About half the time,About half the time,About half the time,About half the time,About half the time,About half the time,,,About half the time,About half the time,About half the time,About half the time,About half the time,,,Dependent on the position (programmer vs. faculty),Not at all important,Average,Average,Average,Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018 7:16,10/1/2018 7:46,TRUE,anonymous,EN,Combination,Educational institution,,United States of America,Faculty,,Mathematical and physical sciences,65 - 74,More than 20 years,Male,,Sometimes,Most of the time,Sometimes,Never,Secondary target,Primary target,Secondary target,Not at all,10,10,25,25,20,5,5,0,0,0,,15,15,25,20,10,5,10,0,0,0,,Frequently,Somewhat,Somewhat,Somewhat,Rarely,No,1-3 projects,1-3 projects,None,None,Moderately supported,Moderately supported,Moderately supported,Moderately supported,Moderately supported,Moderately supported,Moderately supported,No,,,Don't know,No,,Development Techniques,Languages,Project Management,"Languages,Development Techniques,Project Management",,,Yes,For developing new software,30,30,0,0,0,0,0,20,20,company,No,"Yes, but inadequate level of support","Yes, but inadequate level of support",,,,,,,,"too few people to support the diverse research computing needs in the university
(only 3 people for research in C&IT for a R1 university with 35,000 students)","Postdoc,Research Programmer,Software Developer,Programmer,Faculty,Other",checked items are within a research group supported by external funds,Yes - in my current institution,Very important,Slightly important,Very important,Moderately important,Very important,Moderately important,Not at all important,Not at all important,Extremely important,Not at all important,Slightly important,Extremely important,Most of the time,Never,Always,Never,Sometimes,Always,,,About half the time,Sometimes,Never,Most of the time,Never,,,Yes,Slightly important,,,,,"My group consists of graduate students and post-docs.
The make-up of the group depends on who is interested in joining the group and the skills they bring to the group.
The focus is science. The programming is to get the science done.",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018 8:05,10/1/2018 8:11,TRUE,email,EN,Researchers,Educational institution,,United States of America,Faculty,,Mathematical and physical sciences,35 - 44,6 - 10 years,Male,,,,About half the time,About half the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Don't know,No,Development Techniques,"Languages,Development Techniques,Project Management",,,"Languages,Project Management",,,No,,,,,,,,,,,,,,,,,No,"Yes, adequate level of support","Yes, but inadequate level of support",,,"As a faculty, it's near impossible to keep up with developments. I would need something to help me stay on top of coding, while fitting in my schedule.",Postdoc,,No - I would have to move to another institution,Extremely important,Not at all important,Very important,Moderately important,Extremely important,Moderately important,,,,,,,Sometimes,Never,About half the time,Most of the time,Most of the time,Most of the time,,,,,,,,,,No,Not at all important,Good,Excellent,Good,Excellent,supply of qualified personnel from underrepresented groups at the graduate student level and above - the problem starts much earlier...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018 1:50,10/1/2018 8:11,TRUE,email,EN,Researchers,Educational institution,,United States of America,Faculty,,Mathematical and physical sciences,35 - 44,1 - 5 years,Female,,Sometimes,Most of the time,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Yes,"Development Techniques,Project Management","Languages,Development Techniques","Development Techniques,Project Management","Development Techniques,Project Management","Languages,Development Techniques",,,No,,,,,,,,,,,,,,,,,"Yes, but inadequate level of support","Yes, but inadequate level of support","Yes, adequate level of support",,,Software related research is done in a separate department than the department doing the research.,Software Developer,,Yes - in my current institution,Very important,Very important,Moderately important,Very important,Very important,Moderately important,,,,,,,Sometimes,Never,Most of the time,Most of the time,Most of the time,Most of the time,,,,,,,,,,Dependent on the position (programmer vs. faculty),Moderately important,Excellent,Excellent,Excellent,Good,Getting students to be excited about their involvement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018 7:55,10/1/2018 8:12,TRUE,email,EN,Combination,Educational institution,,United States of America,Faculty,,"Biological sciences,Forestry and veterinary science,Education",55 - 64,More than 20 years,Male,,Sometimes,Most of the time,Sometimes,Sometimes,Primary target,Primary target,Primary target,Not at all,5,10,25,10,10,10,10,0,20,0,,5,15,20,15,5,5,20,0,15,0,,Rarely,Somewhat,Frequently,Frequently,,Yes,1-3 projects,None,4+ projects,None,Moderately supported,Slightly supported,Very supported,Slightly supported,Moderately supported,Slightly supported,Moderately supported,No,,,Yes,No,,,,,,"Languages,Development Techniques,Project Management",,Yes,For developing new software,15,0,0,5,0,5,0,60,15,own time,No,"Yes, but inadequate level of support",No,,,,,,,,"HPC.  Access to clusters of increasing sizes for development, scaling, and production.  Right now, I have access through NSF-sponsored resources to big machines but I am lacking access to smaller machines that I can use to ensure I do not waste cycles on the larger machines.",Postdoc,,Don’t know,Slightly important,Very important,Very important,Slightly important,Very important,Moderately important,Slightly important,Not at all important,Extremely important,Not at all important,Moderately important,Extremely important,Always,Sometimes,Always,Never,Sometimes,Sometimes,,,Sometimes,Most of the time,Never,Most of the time,Sometimes,,,No,Slightly important,Poor,Good,,Excellent,,When funding is available we use an outside applied anthropologist to evaluate our interactions within projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018 7:55,10/1/2018 8:18,TRUE,email,EN,Combination,Educational institution,,United States of America,Faculty,,Mathematical and physical sciences,55 - 64,More than 20 years,Male,,Sometimes,Most of the time,Sometimes,Sometimes,,Primary target,Secondary target,,0,10,50,10,10,5,5,0,10,0,,0,20,40,10,10,5,5,0,10,0,,Frequently,Rarely,Rarely,Frequently,Never,Yes,4+ projects,1-3 projects,1-3 projects,None,Slightly supported,Slightly supported,Slightly supported,Slightly supported,Slightly supported,Not supported at all,Not supported at all,No,,,No,No,"Languages,Development Techniques","Languages,Development Techniques","Languages,Development Techniques","Languages,Development Techniques","Development Techniques,Project Management",,,Yes,"For developing new software,For reusing existing software",70,0,0,10,0,0,0,0,20,USGS,No,"Yes, but inadequate level of support",No,,,,,,,,"Red tape for computer purchases, insufficient dedicated effort to assist faculty with software and computational needs.",Postdoc,,No - I would have to move to another institution,Moderately important,Very important,Slightly important,Extremely important,Extremely important,Slightly important,Slightly important,Not at all important,Extremely important,Not at all important,Not at all important,Extremely important,Always,About half the time,Always,Sometimes,Sometimes,About half the time,,,Most of the time,Most of the time,Sometimes,Most of the time,Never,,,Dependent on the position (programmer vs. faculty),Slightly important,Average,Good,Poor,Excellent,A lack of diversity in my institution and region.,No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018 8:17,10/1/2018 8:34,TRUE,email,EN,Researchers,Industry,,United States of America,Manager,,"Biological sciences,Engineering,Medicine,Dentistry and health,Administrative & business studies",55 - 64,More than 20 years,Male,,Sometimes,Sometimes,Most of the time,About half the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"Class / school,Other",Abbott Labs,Yes,Yes,,"Languages,Development Techniques,Project Management","Languages,Development Techniques,Project Management",,,,,Yes,For maintaining / sustaining software,,,,,,,,,,,,,,,,No,"Yes, adequate level of support","Yes, but inadequate level of support",,,"1.  Inadequate financial planning/budgeting
","Research Software Engineer,Research Programmer",,Don’t know,Slightly important,Slightly important,Moderately important,Very important,Very important,Very important,,,,,,,Sometimes,Never,Sometimes,Never,Never,Sometimes,,,,,,,,,,Yes,Slightly important,Average,Good,Average,Good,Lack of available qualified candidates,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018 8:38,10/1/2018 8:47,TRUE,email,EN,Researchers,Educational institution,,United States of America,Faculty,,Engineering,45 - 54,More than 20 years,Male,,Sometimes,Most of the time,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,No,,,,,"Languages,Development Techniques,Project Management",,,No,,,,,,,,,,,,,,,,,No,No,"Yes, but inadequate level of support",,,"I have to do all of the development, and sometimes we have software resources I can utilize.","Postdoc,Research Software Engineer,Research Programmer,Software Developer,Programmer,Faculty,Research Faculty",,Yes - in my current institution,Very important,Extremely important,Extremely important,Extremely important,Extremely important,Very important,,,,,,,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,,,,,,,,,,Yes,Moderately important,Good,Excellent,Good,Excellent,"External individuals are often not as calibrated about how to maintain cultures of inclusion, often saying inappropriate comments.","We keep track of the background of all individuals and their progress in the program, identifying when they have been able to take advantage of resources to help advance their professional development that involve specialized needs of underrepresented groups. We also conduct focus groups to identify gaps that need to be addressed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018 8:16,10/1/2018 8:48,TRUE,email,EN,Combination,Educational institution,,United States of America,Faculty,,Mathematical and physical sciences,55 - 64,More than 20 years,Male,,Sometimes,Most of the time,Sometimes,Never,,Primary target,Secondary target,Secondary target,0,0,70,5,10,0,5,5,5,0,,10,10,50,5,5,0,5,5,10,0,,,,,,,Yes,,1-3 projects,None,None,Not supported at all,Not supported at all,Extremely supported,Very supported,Very supported,Not supported at all,Not supported at all,No,,,Don't know,No,,"Development Techniques,Project Management",Languages,"Languages,Development Techniques",,,,No,,90,0,0,0,0,0,0,10,0,,No,"Yes, adequate level of support","Yes, but inadequate level of support",,,,,,,,"Probably I will repeat this. 
I do not have formal software training. It is a skill learned out of necessity. For example our current project is a large project using Matlab. It started out as a simple project, but grew as we understood what we could do. It would have been difficult to map out the project from the start. The goals are sometimes difficult to articulate and technical, specific to the science we do. Communicating those to our software support would require more time that they can possibly allot to my research group.",Postdoc,,Don’t know,Not at all important,Very important,Extremely important,Not at all important,Moderately important,Not at all important,Very important,Not at all important,Extremely important,Not at all important,Moderately important,Extremely important,Never,Never,Always,Always,Always,Always,,,Always,Never,Never,Always,Never,,,Yes,Slightly important,,,,,I will take anyone willing to work on the project. Pickings of incoming physics graduate students interested in developing software is pretty slim.,So far our software is on GitHub. It is still in development. The hope is when we publish showing the application it will get community interest. But I think it will be hard for others to run without a slick interface.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018 8:41,10/1/2018 8:56,TRUE,anonymous,EN,Combination,Educational institution,,United States of America,Other,Research Computing Facilitator,Mathematical and physical sciences,35 - 44,11 - 15 years,Other,,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Secondary target,Primary target,Secondary target,10,10,20,0,20,10,10,10,10,0,,0,5,40,5,10,10,20,5,5,0,,Never,Never,Never,Frequently,Never,Yes,1-3 projects,None,None,None,Not supported at all,Not supported at all,Slightly supported,Slightly supported,Slightly supported,Slightly supported,Slightly supported,No,,,No,No,Project Management,Languages,Development Techniques,"Languages,Development Techniques,Project Management","Languages,Development Techniques,Project Management",,,Yes,For maintaining / sustaining software,0,0,0,0,0,0,0,100,0,,No,"Yes, but inadequate level of support",No,,,,,,,,,"Postdoc,Faculty,Research Faculty",,No - I would have to move to another institution,Very important,Very important,Very important,Moderately important,Very important,Slightly important,,Very important,Extremely important,Very important,Extremely important,Extremely important,Always,Sometimes,Always,Sometimes,About half the time,Sometimes,,,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,,,Dependent on the position (programmer vs. faculty),Slightly important,Excellent,Excellent,Excellent,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018 9:33,10/1/2018 9:39,TRUE,email,EN,Researchers,Educational institution,,United States of America,Faculty,,Mathematical and physical sciences,45 - 54,More than 20 years,Male,,About half the time,About half the time,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Yes,"Languages,Development Techniques,Project Management",,,,,,,No,,,,,,,,,,,,,,,,,"Yes, adequate level of support","Yes, adequate level of support","Yes, adequate level of support",,,,,,Don’t know,Moderately important,Not at all important,Very important,Slightly important,Extremely important,Not at all important,,,,,,,Sometimes,Never,Always,Never,Never,Never,,,,,,,,,,Dependent on the position (programmer vs. faculty),Not at all important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018 9:21,10/1/2018 9:44,TRUE,email,EN,Combination,Educational institution,,United States of America,Graduate Student,,Computer & information Science,35 - 44,1 - 5 years,Male,,Always,Always,Sometimes,Sometimes,Primary target,Secondary target,Secondary target,Primary target,10,30,20,10,20,0,10,0,0,0,,10,30,20,30,0,0,10,0,0,0,,Frequently,Frequently,Somewhat,Rarely,Somewhat,No,1-3 projects,1-3 projects,1-3 projects,None,Slightly supported,Moderately supported,Very supported,Slightly supported,Moderately supported,Moderately supported,Very supported,Yes,Online self-directed,,Yes,No,Project Management,,Development Techniques,,Languages,,,Yes,For developing new software,50,0,0,0,0,0,50,0,0,,"Yes, but inadequate level of support","Yes, adequate level of support",No,,,,,,,,Providing more training and boot camps,Software Developer,,Don’t know,Moderately important,Moderately important,Very important,Very important,Very important,Moderately important,Slightly important,Moderately important,Very important,Not at all important,Moderately important,Very important,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,,,Sometimes,Sometimes,Never,Never,Never,,,Dependent on the position (programmer vs. faculty),Moderately important,Average,Average,Average,Good,No challenge,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018 9:25,10/1/2018 9:53,TRUE,email,EN,Combination,Educational institution,,United States of America,Research Faculty,,"Engineering,Social sciences",45 - 54,More than 20 years,Male,,Most of the time,Sometimes,Sometimes,,Not at all,Secondary target,Primary target,Secondary target,3,5,23,10,5,20,8,1,0,25,Administrative/proposal prep,7,12,35,15,5,15,10,1,0,0,,Frequently,Frequently,Frequently,Somewhat,Frequently,Yes,4+ projects,1-3 projects,1-3 projects,4+ projects,Very supported,Very supported,Extremely supported,Extremely supported,Extremely supported,Very supported,Very supported,No,,,Don't know,No,Project Management,Development Techniques,Languages,,"Languages,Development Techniques,Project Management",,,Yes,"For developing new software,For maintaining / sustaining software",40,0,0,60,0,0,0,0,0,,No,"Yes, adequate level of support",No,,,,,,,,No institutional funding of salaries for research software engineers.,"Postdoc,Research Faculty",,No - I would have to move to another institution,Moderately important,Moderately important,Moderately important,Moderately important,Extremely important,Moderately important,Slightly important,Moderately important,Very important,Slightly important,Very important,Moderately important,About half the time,About half the time,Always,Most of the time,Most of the time,Never,,,Sometimes,Sometimes,About half the time,Most of the time,Never,,,,Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018 9:53,10/1/2018 10:02,TRUE,email,EN,Combination,Educational institution,,United States of America,Faculty,,"Computer & information Science,Medicine",35 - 44,6 - 10 years,Prefer not to answer,,Most of the time,About half the time,Sometimes,Never,Primary target,Secondary target,Primary target,Primary target,3,7,75,5,3,2,2,2,1,0,,3,7,75,5,3,2,2,2,1,0,,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Yes,1-3 projects,4+ projects,4+ projects,None,Moderately supported,Moderately supported,Moderately supported,Moderately supported,Moderately supported,Moderately supported,Moderately supported,Yes,"Class / school,Online self-directed",,Yes,Yes,Languages,Project Management,Development Techniques,Project Management,Languages,,,Yes,"For developing new software,For reusing existing software,For maintaining / sustaining software",15,55,0,0,0,0,5,25,0,,No,"Yes, but inadequate level of support","Yes, but inadequate level of support",,,,,,,,"repositories, developing/coding resources, free or reasonably cheap ","Postdoc,Research Software Engineer,Research Programmer,Software Developer,Programmer,Research Faculty",,No - I would have to move to another institution,Very important,Moderately important,Moderately important,Very important,Very important,Slightly important,Moderately important,Slightly important,Moderately important,Slightly important,Very important,Extremely important,Always,Sometimes,Always,Most of the time,Most of the time,Most of the time,,,Never,Never,Sometimes,Most of the time,Never,,,Dependent on the position (programmer vs. faculty),Slightly important,Average,Average,Average,Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018 9:32,10/1/2018 10:05,TRUE,email,EN,Combination,Educational institution,,United States of America,Faculty,,Mathematical and physical sciences,55 - 64,More than 20 years,Male,,Sometimes,Sometimes,About half the time,Sometimes,Primary target,Primary target,Secondary target,Not at all,10,10,30,20,20,10,0,0,0,0,,10,20,30,30,0,10,0,0,0,0,,Frequently,Somewhat,Rarely,Frequently,Rarely,No,4+ projects,4+ projects,1-3 projects,None,Moderately supported,Moderately supported,Moderately supported,Moderately supported,Moderately supported,Moderately supported,Moderately supported,No,,,Yes,Yes,"Languages,Development Techniques,Project Management",,,,,,,Yes,For developing new software,10,0,0,0,90,0,0,0,0,,No,"Yes, adequate level of support",No,,,,,,,,ITS is clueless.,"Postdoc,Research Software Engineer,Research Programmer,Software Developer,Programmer,Faculty,Research Faculty",,Yes - in my current institution,Not at all important,Moderately important,Not at all important,Not at all important,Very important,Not at all important,Not at all important,Not at all important,Extremely important,Not at all important,Moderately important,Very important,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,,,Most of the time,Never,Never,Never,Never,,,Yes,Not at all important,Excellent,Average,Average,Average,Very few people from underrepresented groups in my home state.  I have to recruit from other states.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018 9:55,10/1/2018 10:10,TRUE,anonymous,EN,Combination,Educational institution,,United States of America,Other,Computational Scientist,Biological sciences,55 - 64,11 - 15 years,Male,,Never,Sometimes,Never,Never,Not at all,Primary target,Not at all,Not at all,30,20,10,10,10,10,5,5,0,0,,20,30,10,10,10,10,5,5,0,0,,Frequently,Somewhat,Never,Never,Never,No,,4+ projects,None,None,Not supported at all,Not supported at all,Moderately supported,Moderately supported,Slightly supported,Not supported at all,Not supported at all,Yes,"Class / school,Online self-directed",,Don't know,No,,"Development Techniques,Project Management",,,,,,No,,0,0,0,0,0,0,0,100,0,,"Yes, adequate level of support","Yes, adequate level of support","Yes, adequate level of support",,,,,,,,"Training and hardware for coprocessor-, GPU-, and FPGA-based AI applications.",,,No - I would have to move to another institution,Very important,Moderately important,Moderately important,Moderately important,Very important,Slightly important,Slightly important,Very important,Very important,Very important,Very important,Very important,Always,Never,Always,Always,Always,Never,,,Always,Never,Always,Never,Always,Never,,Yes,Moderately important,Terrible,Terrible,Terrible,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018 10:01,10/1/2018 10:13,TRUE,email,EN,Combination,Educational institution,,United States of America,Faculty,,Mathematical and physical sciences,45 - 54,More than 20 years,Male,,About half the time,Sometimes,About half the time,Never,Not at all,Secondary target,Primary target,Secondary target,0,20,30,15,15,10,5,0,5,0,,0,20,30,10,0,0,30,0,10,0,,Rarely,Somewhat,Frequently,Somewhat,Never,Yes,1-3 projects,1-3 projects,1-3 projects,1-3 projects,Slightly supported,Moderately supported,Extremely supported,Moderately supported,Moderately supported,Slightly supported,Slightly supported,No,,,Don't know,No,,"Languages,Development Techniques,Project Management",Development Techniques,,"Languages,Project Management",,,Yes,"For developing new software,For maintaining / sustaining software",20,0,0,0,10,0,0,70,0,,"Yes, but inadequate level of support","Yes, but inadequate level of support",No,,,,,,,,"Lack of recognition that software development/maintenance is a valuable and valued research activity (when it comes to promotion, awards, etc).","Postdoc,Programmer",,No - I would have to move to another institution,Very important,Slightly important,Very important,Very important,Extremely important,Not at all important,Moderately important,Not at all important,Extremely important,Not at all important,Moderately important,Very important,Always,Sometimes,Always,About half the time,Sometimes,Sometimes,,,About half the time,Most of the time,About half the time,Most of the time,Never,,,Dependent on the position (programmer vs. faculty),Slightly important,Good,Good,Average,Good,Small pool from which to recruit diverse candidates.,Analysis of gender/race breakdown of participants at annual summer school.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018 9:51,10/1/2018 10:13,TRUE,anonymous,EN,Combination,Educational institution,,United States of America,Other,Data Science Director,"Mathematical and physical sciences,Computer & information Science,Social sciences",45 - 54,16-20 years,Female,,,,Most of the time,,,,,Primary target,20,20,0,0,0,0,0,50,0,10,Product research,10,20,0,0,0,0,0,30,0,40,Product research,Somewhat,Frequently,Somewhat,Frequently,Frequently,Yes,,,,1-3 projects,Slightly supported,Moderately supported,Extremely supported,Very supported,Extremely supported,Moderately supported,Moderately supported,Yes,"Online self-directed,Other",Companies,No,No,"Languages,Development Techniques,Project Management","Languages,Development Techniques,Project Management",,"Languages,Development Techniques,Project Management",,,,Yes,,10,5,0,0,0,0,15,70,0,,"Yes, adequate level of support","Yes, but inadequate level of support","Yes, but inadequate level of support",,,,,,,,,"Postdoc,Research Software Engineer,Research Programmer,Software Developer,Programmer",,Yes - in my current institution,Very important,Moderately important,Moderately important,Extremely important,Extremely important,Slightly important,Slightly important,Very important,Very important,Slightly important,Very important,Extremely important,Most of the time,Sometimes,Always,Always,Always,Most of the time,Never,,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,,,Yes,Very important,Good,Excellent,Good,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018 10:11,10/1/2018 10:25,TRUE,email,EN,Combination,Educational institution,,United States of America,Faculty,,Computer & information Science,25 - 34,1 - 5 years,Male,,Sometimes,Most of the time,About half the time,Sometimes,Primary target,Primary target,Secondary target,Secondary target,5,10,35,15,5,5,10,10,5,0,,5,10,40,10,5,5,10,5,10,0,,Frequently,Frequently,Somewhat,Frequently,Rarely,Yes,1-3 projects,1-3 projects,4+ projects,None,Very supported,Very supported,Extremely supported,Extremely supported,Extremely supported,Extremely supported,Very supported,Yes,"Class / school,Online self-directed",,Yes,No,"Languages,Development Techniques",Project Management,Development Techniques,"Development Techniques,Project Management","Languages,Development Techniques",,,Yes,"For developing new software,For reusing existing software",80,0,0,20,0,0,0,0,0,,No,"Yes, but inadequate level of support",No,,,,,,,,Well trained professional to aid with software releases and organization,"Research Programmer,Software Developer,Programmer",,Yes - in my current institution,Moderately important,Very important,Extremely important,Extremely important,Extremely important,Moderately important,Not at all important,Very important,Extremely important,Very important,Moderately important,Moderately important,Always,Sometimes,Most of the time,About half the time,Most of the time,Sometimes,,,Sometimes,Never,Sometimes,Most of the time,Never,,,Dependent on the position (programmer vs. faculty),Not at all important,Good,Good,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
